aubrey_identifier,display_title,dc_description,dc_subject
ark:/67531/metadc701599,[News Script: Mule train],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about the traveling zoo of Orville Ewing.","scripts,Ewing\, Orville,Business\, Economics and Finance - Communications - Media,traveling zoos,news segments,news stories,zoos,Agriculture - Domestic Animals,Television broadcasting of news.,wagons"
ark:/67531/metadc721950,[News Script: Pet motel opens],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about the opening of a Pet Motel in Fort Worth.","scripts,Pet motels,Schulte\, Edith,Business\, Economics and Finance - Communications - Media,Business\, Economics and Finance - Hotels,news segments,Agriculture - Domestic Animals,Television broadcasting of news.,news stories,Daly\, Betty"
ark:/67531/metadc705173,[News Script: Future farmers livestock show],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about a Future Farmers of America livestock show on the State Fair grounds in Dallas.","Social Life and Customs - Fairs and Exhibitions,scripts,livestock shows,Agriculture - Farming,Business\, Economics and Finance - Communications - Media,Social Life and Customs - Clubs and Organizations,news segments,Agriculture - Domestic Animals,Television broadcasting of news.,news stories"
ark:/67531/metadc705573,[News Script: News briefs one],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about an awards ceremony for Tarrant County 4-H club members\, sponsored by the local Kiwanis club.","scripts,Social Life and Customs - Clubs and Organizations - 4-H,Agriculture - Farming,Business\, Economics and Finance - Communications - Media,Social Life and Customs - Awards,news segments,Kiwanis,Agriculture - Domestic Animals,Television broadcasting of news.,news stories"
ark:/67531/metadc700326,[News Script: Circus arrives],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about the arrival of a circus in Dallas.","Social Life and Customs - Fairs and Exhibitions,scripts,tigers,Social Life and Customs - Customs - Parades,Social Life and Customs - Customs - Holidays - Easter,Business\, Economics and Finance - Communications - Media,Beatty\, Clyde,elephants,Prince,Business\, Economics and Finance - Transportation - Railroads - Trains,news segments,Agriculture - Domestic Animals,Television broadcasting of news.,news stories,circuses"
ark:/67531/metadc700369,[News Script: Bonehead wedding],"Script from the WBAP-TV station in Fort Worth\, Texas\, covering a news story about a Dallas club raising funds to purchase a mate for a lone female camel at the Marsalis Park Zoo\, then holding an elaborate wedding ceremony for the two uncooperative ungulates.","scripts,Josephine,Business\, Economics and Finance - Communications - Media,Napoleon,Social Life and Customs - Clubs and Organizations,Bonehead Club,news segments,Social Life and Customs - Customs - Weddings,zoos,Agriculture - Domestic Animals,Television broadcasting of news.,news stories"
ark:/67531/metadc488228,[Jimmy Powell with dogs],"Photograph of Jimmy Powell running through a field with his dog\, Old Tize\, as well as another unknown dog.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc489443,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","People - Children,Dogs,Appalachia,Plows,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc489516,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc489681,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","People - Children,Dogs,Appalachia,Plows,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc489809,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy"
ark:/67531/metadc489850,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc488752,[Jimmy Powell with Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc488775,[Jimmy Powell with Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc489055,[Pig],"Photograph of a photograph of a bore in Port Elqin Canada. In the image\, the bore fills the frame as it stands on a in a pin.","port elgin,Places - Canada,bores,Agriculture - Domestic Animals"
ark:/67531/metadc489179,"[A cowboy moving cattle, 2]","Photograph of a cowboy moving cattle on a partly cloudy day. The large cloud in the sky that is on the left side of the photo looks a little ominous and could be a storm cloud coming as the cowboy is moving the cattle. The cowboy is on horseback moving black and white cows up a hill. On the left side of the photo\, there is a fence that the cowboy is moving the cattle next to. In the bottom right corner of the photo\, there is a shadow of either a person or some other object.","Agriculture - Domestic Animals,Agriculture - Ranching - Cowboys,Clouds,fences"
ark:/67531/metadc488530,[Jimmy Powell with Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Dogs,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc488546,[Jimmy Powell with Old Tize],"Jimmy Powell running and playing with his dog\, Old Tize\, in a field with a plow.","Agriculture - Farm Equipment - Plows,People - Children,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc488595,[Livestock Auction],"Photography of men sitting in stands at the livestock auction. In the image\, the group of men are wearing hats and looking down at something off the frame.","People - Groups,livestock,appalachia,auctions,Agriculture - Domestic Animals"
ark:/67531/metadc488610,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc488656,[Jimmy Powell and Old Tize],"Photograph of Jimmy Powell and his dog\, Old Tize\, as well as a plow\, in a field at sunset.","Agriculture - Farm Equipment - Plows,People - Children,Appalachia,Agriculture - Domestic Animals,Powell\, Jimmy,Old Tize"
ark:/67531/metadc489303,[A cowboy moving cattle],"Photograph of a cowboy moving cattle on a partly cloudy day. The large cloud in the sky that is on the left side of the photo looks a little ominous and could be a storm cloud coming as the cowboy is moving the cattle. The cowboy is on horseback moving black and white cows up a hill. In the foreground\, there seem to be two shadows of either two people or some other type of object.","Agriculture - Domestic Animals,Agriculture - Ranching - Cowboys,Clouds"
ark:/67531/metapth34448,[A. L. Mills with Buffaloes in Childress Fair Park 1960's],"Photograph of a man\, A. L. Mills\, looking at a mother buffalo and her calf through a wire fence.  The man is wearing a coat and has his hands in his pockets.  Both the buffaloes and the man are faced towards each other.  There are leafless tress in the background.","pens,buffaloes,Places - United States - Texas - Childress County,Sports and Recreation - City Parks,Agriculture - Domestic Animals,Mills\, A. L."
ark:/67531/metapth35611,[I'm in a Hurry],"Color postcard with an image of a bull chasing a man.  Above the image is the text\, ""I'm in a hurry"" and handwritten is\, ""Headed for Dalfort.""  The postcard is addressed to Mrs. E.A. Dill\, Paris\, Tex.  It is postmarked Channing on Jun 10\, 1907.","Bulls,Agriculture - Domestic Animals,Postcards"
ark:/67531/metapth355396,"[Letter from Joseph A. Carroll to Celia Carroll, March 3, 1864]",Letter from Joseph A. Carroll to Celia Carroll discussing the money he has been offered to buy an animal of his. He asks Celia to ask Mr. Murphy if selling the animal is agreeable to him.,"Military and War - Wars - Civil War,Carroll\, Celia J. Burrows,Agriculture - Domestic Animals,Carroll\, Judge Joseph A.,letters,Social Life and Customs - Correspondence,Military and War - Personnel"
ark:/67531/metapth354363,[At the Sawmill],"Copy negative of a scene at a sawmill. Men stand in front of an uncompleted shed with many animals. Most of the men are unidentified\, but one of them is Arthur Ford.","Cherokee County (Tex.) -- Photographs.,sawmills,Places - United States - Texas - Cherokee County,Ford\, Arthur,Agriculture - Domestic Animals"
ark:/67531/metapth354429,[Grandparents and Grandchildren],"Copy negative of an old man and old woman sitting in chairs outside. The woman has a young child on her lap\, and a girl stands behind the man's chair. A horse is visible in the background.","Cherokee County (Tex.) -- Photographs.,People - Children,Places - United States - Texas - Cherokee County,chairs,People,Agriculture - Domestic Animals"
ark:/67531/metapth354204,[Sawmill],"Copy negative of a scene at a sawmill. Animals pull carts of logs. In the background\, a shed and stacks are visible. Arthur Ford is standing to the far right.","Cherokee County (Tex.) -- Photographs.,sawmills,Places - United States - Texas - Cherokee County,Ford\, Arthur,Agriculture - Domestic Animals"
ark:/67531/metapth354214,[Ox Team],Copy negative of an ox team. Arthur Ford rides astride the ox on the right. The cart they are pulling is barely visible to the far right.,"Cherokee County (Tex.) -- Photographs.,Ford\, Arthur,Agriculture - Domestic Animals,Places - United States - Texas - Cherokee County"
ark:/67531/metapth33054,[Ranch Hand with Bull],Photograph of a ranch hand standing in a field and leading a bull by a rope on Porter Ranch.,"Agriculture - Domestic Animals,Porter Ranch,Agriculture - Ranching"
ark:/67531/metapth33055,[Bull with Ranch Hand],Photograph of a ranch hand standing in a field and holding a bull by a rope on Porter Ranch.,"Porter Ranch,Agriculture - Domestic Animals,Agriculture - Ranching"
ark:/67531/metapth31035,[Deed of Trust transferring livestock to M. Kennard],Deed of Trust transferring livestock to M. Kennard.,"Communication Artifacts,livestock,Business\, Economics and Finance,Documentary Artifact,Seward Family,Government and Law - Legal Documents - Deeds,Agriculture - Domestic Animals"
ark:/67531/metapth32266,Religious statue,"3-piece religious stature with:  (1) Lamb of God\, (2) book\, and (3) sun rays; gilded\, possibly made of cedar; bottom marked\, ""Johan Harabisch""\, ""Mahren"" and other writing on torn piece of paper","Communication Artifacts,religious statues,Arts and Crafts - Sculptures,Ceremonial Artifact,Religion,Religious statue,Agriculture - Domestic Animals,lambs"
ark:/67531/metapth34082,Colonel Calvin Hughes,Elderly man with beard and in hat standing in barn with a steer.,"People - Individuals,Agriculture - Domestic Animals"
ark:/67531/metapth43348,Houston Stockyards in 1968,"Photograph of Old Port City at the Houston stockyards on April 15\, 1968.","Agriculture - Domestic Animals,stockyards"
ark:/67531/metapth43345,Market Inspection at the Stockyards,Photograph of market inspection at the stockyards.,"Agriculture - Domestic Animals,inspections,stockyards"
ark:/67531/metapth43346,Market Inspection at the Stockyards,Photograph of market inspection at the stockyards.,"Agriculture - Domestic Animals,inspections,stockyards"
ark:/67531/metapth43337,Market Inspection at the Stockyards,Photograph of market inspection at the stockyards.,"Agriculture - Domestic Animals,inspections,stockyards"
ark:/67531/metapth43359,Cattle Pens at the Oklahoma Stockyards,Photograph of men looking into the cattle pens at the Oklahoma stockyards in August 1933.,"Agriculture - Domestic Animals,Business\, Economics and Finance - Transportation - Railroads,stockyards"
ark:/67531/metapth43360,Two Cowboys in a Crowded Cattle Pen at the Fort Worth Stockyards,Photograph of a two cowboys in a crowded cattle pen at the Fort Worth stockyards.,"Agriculture - Domestic Animals,Agriculture - Ranching - Ranches,stockyards"
ark:/67531/metapth43362,Aerial View of the Pens at the Chicago Union Stockyards,Aerial photograph of the pens at the Chicago Union Stockyards in 1962.,"Agriculture - Domestic Animals,Agriculture - Ranching - Ranches,Places - United States - Illinois,stockyards"
ark:/67531/metapth43364,Aerial View of the Fort Worth Stockyards,Aerial photograph of the Fort Worth Stockyards in 1960.,"Agriculture - Domestic Animals,Agriculture - Ranching - Ranches"
ark:/67531/metapth43347,Houston Stockyards in 1968,"Photograph of Old Port City at the Houston stockyards on April 15\, 1968.","Agriculture - Domestic Animals,stockyards"
ark:/67531/metapth43361,Corral at the Stockyards,Aerial photograph of a corral near the railroad tracks at the stockyards.,"Agriculture - Domestic Animals,Agriculture - Ranching - Ranches"
ark:/67531/metapth43351,Houston Stockyards in 1968,"Photograph of Old Port City at the Houston stockyards on April 15\, 1968.","Agriculture - Domestic Animals,stockyards"
ark:/67531/metapth43349,Houston Stockyards in 1968,"Photograph of Old Port City at the Houston stockyards on April 15\, 1968.","Agriculture - Domestic Animals,stockyards"
ark:/67531/metapth435894,[Postcard of Colorful Parrot],Postcard of a colorful parrot. Handwritten note on the back of the postcard is addressed to Lou Rayburn and tells about an individual who is sick.,"parrots,Agriculture - Domestic Animals,Rayburn\, Sam\, 1882-1961.,Rayburn\, Lucinda (Lou)"
ark:/67531/metapth39375,The Camels are Coming,Paper illustrating the history of the US Army Camel Corps.,"Militaries,Camels,Agriculture - Domestic Animals"
ark:/67531/metapth35598,[Easter Greetings],"Postcard with an image of a rabbit holding a heart made of flowers.  Below the image is the text\, ""Easter Greetings.""  Handwritten is\, ""#2827 W. Van Buren [   ].""  The correspondence on the back of the postcard reads\, ""Dear Cousin Alice\, Will write and tell you about the big boy we have at our house.  Mama and he are doing fine.  And we have named him after Uncle Alfred.  I guess you are all well hoping to hear from you soon.  Charles Bassano.""  The postcard is addressed to Mrs. Alice Dill\, 517 High Street\, Oklahoma City\, Okla.  It is postmarked Paris\, Texas on Apr 8\, 1912.","Social Life and Customs - Customs - Holidays - Easter,Agriculture - Domestic Animals,Postcards,Rabbits"
ark:/67531/metapth616709,[Photograph of German Woman and Geese],"Photograph of a German woman standing in the street with a basket full of baby geese on the ground next to her\, and an adult goose standing next to the basket.","WWII,women,People - Individuals,geese,People - Ethnic Groups - Germans,Agriculture - Domestic Animals,Military and War - Wars - World War II"
ark:/67531/metapth617326,[Photograph of Mother Goose and Goslings],Photograph of a mother goose standing next to a basket full of goslings on in front of a sidewalk.,"WWII,geese,goslings,Agriculture - Domestic Animals,Military and War - Wars - World War II,baskets"
ark:/67531/metapth624291,"Commercial Avenue, Looking North, Coleman, Texas",Postcard featuring Commercial Avenue looking north towards the Coleman Courthouse. A mule team is in the center of the street and wagons are in front of stores on either side of the road.,"Business\, Economics and Finance - Stores,Business\, Economics and Finance - Transportation - Animal-Drawn Vehicles,postcards,Government and Law - County Courthouses,Agriculture - Domestic Animals"
ark:/67531/metapth624373,Coleman in 1882,"Photograph of the main street in Coleman\, Texas\, in 1882. A row of businesses can be seen behind several people and their animal-drawn wagons.","People - Groups,Business\, Economics and Finance - Saloons\, Bars\, Taverns,Business\, Economics and Finance - Transportation - Animal-Drawn Vehicles,Agriculture - Domestic Animals,Business\, Economics and Finance - Stores - Grocery Stores"
ark:/67531/metapth624052,Disposal of Domestic or Exotic Livestock Carcasses,This document is a summary of suggested guidelines for disposal of farm or ranch animals.,"Animal carcasses,Waste disposal,Pollution prevention,Agriculture - Domestic Animals,Government and Law - State Agencies,Environmental regulation"
ark:/67531/metapth617613,[Photograph of Rabbit Pen],"Photograph of a rabbit pen in Germany\, with one rabbit visible sitting on the ground.","WWII,Military and War - Wars - World War II,Agriculture - Domestic Animals,rabbit pens,rabbits"
ark:/67531/metapth618349,[Photograph of Rabbits in Pen in Germany],"Photograph of two rabbits in a pen. A handwritten note on the back of the photo says ""Naughty but nice outside Ludwigshafen Germ.""","pens,WWII,Military and War - Wars - World War II,Agriculture - Domestic Animals,rabbit pens,rabbits"
ark:/67531/metapth618393,[Photograph of Deer and Trough],Photograph of a deer laying in the shade of a tree with a feeding trough attached and filled with hay.,"deer,Agriculture - Domestic Animals,feeding troughs"
ark:/67531/metapth62289,[Frozen Animal Lying in Hay],Photograph of an injured and frozen animal lying in hay after the Bee Cave hail storm.,"Landscape and Nature - Natural Disasters - Storms,Landscape and Nature - Weather and Climate,Agriculture - Domestic Animals,Hail"
ark:/67531/metapth64835,Public water works,Photograph of a half-dozen cattle and two horses drinking from a watering hole.  The horses are harnessed to a buggy loaded with goods; the driver sits beneath an umbrella.,"Horse-drawn vehicles,Agriculture - Domestic Animals,Landscape and Nature - Water"
ark:/67531/metapth64802,"Mexican water works, Laredo, Texas","Photograph of two donkeys pulling a water wagon on a dusty road in Laredo\, Texas.  In the background are a few unpainted ramshackle houses.","Agriculture - Domestic Animals,Pack animals (Transportation)"
ark:/67531/metapth64942,"'Cow  kids,' Victoria","Photograph of two boys standing on each side of a cow.  One boy is pulling on the cow's tail.  The other boy has his left hand on the cow's back.  Both boys are looking at the camera. They are dressed in suit coats with knickers and long socks and wearing caps.  In the background is a horse.  The animals and boys are inside a fenced area.  Beyond the fence\, a two-story house stands in the background.","People - Children,Agriculture - Domestic Animals,Social Life and Customs - Clothing"
ark:/67531/metapth63423,[U.S. Military Transportation],"Photograph of an oxen drawn wagon resting between two parked U.S. military automobiles.  A line of military trucks can be seen driving away in the background.  Both automobiles bear the American flag\, and the word Dort is on the windshields of the cars.  Dort references the make of the automobiles.  Soldiers sit or stand by their vehicles; two soldiers are standing atop of the wagon.  In front of the oxen there are two dogs.  Maybe these soldiers brought their pets along on the Punitive Expedition or adopted them along the way.","Social Life and Customs - Pets - Dogs,Business\, Economics and Finance - Transportation - Trucks,People - Groups,U.S. Army,Business\, Economics and Finance - Transportation - Animal-Drawn Vehicles,Military and War - Wars - Mexican Revolution,Military and War - United States Armed Forces - United States Army,U.S. soldiers,Punitive Expedition,U.S. - Mexico border,Places - Mexico,Business\, Economics and Finance - Transportation - Automobiles,oxen,flags,Agriculture - Domestic Animals,Military and War - Transportation,Military and War - Personnel"
ark:/67531/metapth54648,Lambs at Liquid Feeder,Copy negative of a bunch of sheep feeding from a liquid feeder on what seems to be a farm.,"Agriculture - Domestic Animals,lambs,sheep"
ark:/67531/metapth65431,[Three Young Girls with a Deer],"Photograph of three young girls standing outdoors on a lawn with a leashed and collared deer faun. The girl in the center is Annie Merle Reynolds. One of the girls\, Mary Matthews\, is feeding the deer. An unidentified\, partially visible woman is standing in the background.","People - Groups,Reynolds\, Annie Merle,People - Children,Matthews\, Mary,deer,People - Ethnic Groups - African Americans,Agriculture - Domestic Animals,Lambshead Ranch"
ark:/67531/metapth65430,"The ""Dears""",Photograph of two young girls standing outdoors with a leashed deer faun.,"People - Groups,People - Children,Landscape and Nature - Wildlife,deer,Agriculture - Domestic Animals"
ark:/67531/metapth577556,"Summary of Texas Requirements For Entry of Livestock (Domestic and Exotic), Poultry and Ratites Into the State and into Shows, Fairs, Exhibitions, and Assemblies","Summarized laws and regulations related to livestock entering the state of Texas or livestock entries into various fairs and exhibitions.  Regulations include quarantine procedures\, veterinary inspections\, permits\, laws related to livestock from other states or from foreign countries\, and other related information.","animal health care,livestock,Livestock exhibitions -- Texas -- Regulations.,Agricultural exhibitions -- Texas -- Regulations.,Fairs -- Texas -- Regulations.,Agriculture - Domestic Animals,cattle"
ark:/67531/metapth575347,[Scrapbook Page: Mexican Shacks and Fishing],"Photographs of shacks in Mexico and a fishing trip. The top left photo is of a small shack built out of sticks\, with a man working on a wagon in the front yard. The top right photo is of Sterling's Ranch\, a house surrounded by trees next to a dirt road. The middle photo is of shack with walls made of sticks and thatched roofs. The bottom left photo is of a woman standing outside of a wood-paneled shack with farm animals behind it and children playing in the yard. The bottom middle photo is of two men holding fish\, with a handwritten note that says ""'Horny Gar' caught at Lake Capote\, Tex."" The bottom right photo is of a shack with laundry drying on a line in the yard.","Sports and Recreation - Fishing,Lake Capote,shacks,People,Agriculture - Ranching - Ranches,New York National Guard,Sterling's Ranch,People - Children,Places - Mexico,Lower Rio Grande Valley,Architecture - Buildings,Military and War - Personnel,Landscape and Nature - Water - Lakes,Social Life and Customs - Homes,Agriculture - Domestic Animals,horny gar"
ark:/67531/metapth576005,Texas Animal Health Commission Strategic Plan: Fiscal Years 2011-2015,"Report on the strategic plan for the Texas Animal Health Commission describing the organization's planned services\, activities\, and other goals during fiscal years 2011 through 2015.","mission statements,Texas Animal Health Commission.,strategic plans,strategic planning,agency assessments,Agriculture - Domestic Animals,Government and Law - State Agencies"
ark:/67531/metapth576088,Texas Animal Health Commission Strategic Plan: Fiscal Years 2009-2013,"Agency strategic plan for the Texas Animal Health Commission describing the organization's planned services\, activities\, and other goals during fiscal years 2009 through 2013.","mission statements,Texas Animal Health Commission.,strategic plans,strategic planning,agency assessments,Agriculture - Domestic Animals,Government and Law - State Agencies"
ark:/67531/metapth58965,Buffalo on Blackburn Ranch,"Photograph of a buffalo on Blackburn Ranch.  In the background\, there are trees.","buffaloes,Agriculture - Ranching,bison,Landscape and Nature - Plants,Agriculture - Domestic Animals"
ark:/67531/metapth58966,Buffalo on Blackburn Ranch,"Photograph of a buffalo on Blackburn Ranch.  In the background\, there is a barbed-wire fence and trees.","buffaloes,Agriculture - Ranching,bison,Landscape and Nature - Plants,fences,Agriculture - Domestic Animals"
ark:/67531/metapth58967,Buffalo on Blackburn Ranch,Photograph of a buffalo at Blackburn Ranch.  Surrounding the buffalo are trees.,"buffaloes,Agriculture - Ranching,bison,Landscape and Nature - Plants,Agriculture - Domestic Animals"
ark:/67531/metapth58968,Buffalo on Blackburn Ranch,Photograph of a buffalo on Blackburn Ranch.  Trees surround the buffalo.,"buffaloes,Agriculture - Ranching,bison,Landscape and Nature - Plants,Agriculture - Domestic Animals"
ark:/67531/metapth58969,Buffalo on Blackburn Ranch,"Photograph of a buffalo drinking from a pond on Blackburn Ranch.  In the background\, there are trees.","buffaloes,Agriculture - Ranching,bison,Landscape and Nature - Water - Ponds,Landscape and Nature - Plants,Agriculture - Domestic Animals"
ark:/67531/metapth52618,Portrait of Man with Snakes,Copy negative portrait of a man holding two snakes while sitting in a chair.  He is wearing a suit and hat.  The photograph was taken by a photographer with Rodden Studio.,"reptiles,snakes,animal handling,People - Individuals,Rodden Studio,portraits,Social Life and Customs - Clothing,Agriculture - Domestic Animals"
ark:/67531/metapth8397,"[Photograph of horses, pigs and geese in a pasture]","Photograph of horses\, pigs and geese in a pasture.  Two small pigs are on the left\, with more under a tree further back on the left.  Fourteen geese are on the center left of the photo walking towards the left.  Nine horses are grazing across the photo with one far removed in the center of the photo.  A dense cluster of trees is in the right side of the photo\, with two on the left.","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth8511,[Three-tiered wooden bird cage],"Photograph of a three-tiered bird cage.  It is wooden with an angled roof and held up on tree stumps.  There is a tree in the left background and on the far right.  On bottom of photo\, handwritten: ""Where Mitch keeps the birds he misses!""","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth689483,[Photograph of People and Elephant],"Photograph of people crowding around an elephant\, with a wooden fence in the foreground and a young boy standing and eating something outside the fence.","People - Groups,WWII,United States. Army. 12th Armored Division -- Photographs.,People - Children,Military and War - United States Armed Forces - United States Army,crowds,elephants,Agriculture - Domestic Animals,Military and War - Wars - World War II"
ark:/67531/metapth690329,[Photograph of Circus Elephant Performing],Photograph of an elephant balancing on and walking across a line of small round cylinders in a ring surrounded by spectators.,"WWII,United States. Army. 12th Armored Division -- Photographs.,Military and War - United States Armed Forces - United States Army,circus acts,elephants,Agriculture - Domestic Animals,Military and War - Wars - World War II,circuses"
ark:/67531/metapth690594,[Photograph of Elephant in Crowd],"Photograph of an elephant surrounded by a crowd of people\, with a wooden fence in the foreground. Two men and one boy are standing inside the fence looking at the crowd\, and another boys is turned to look at the camera.","People - Groups,WWII,United States. Army. 12th Armored Division -- Photographs.,People - Children,Military and War - United States Armed Forces - United States Army,crowds,elephants,Agriculture - Domestic Animals,Military and War - Wars - World War II"
ark:/67531/metapth688824,[Photograph of Circus Elephant Performing],"Photograph of an elephant balancing on a small\, round stool\, standing on its hind legs with its front legs in the air. A man is standing underneath the elephant's front legs bowing to the audience surrounding the arena.","WWII,People - Individuals,United States. Army. 12th Armored Division -- Photographs.,Military and War - United States Armed Forces - United States Army,elephants,Agriculture - Domestic Animals,Military and War - Wars - World War II,circuses"
ark:/67531/metapth688945,[Photograph of Elephant Leaving Arena],Photograph of a man leading an elephant out of an arena surrounded with spectators.,"WWII,United States. Army. 12th Armored Division -- Photographs.,Military and War - United States Armed Forces - United States Army,elephants,People,Agriculture - Domestic Animals,Military and War - Wars - World War II,circuses"
ark:/67531/metapth7649,[Photograph of a Santa Gertrudis sale bull],"Photograph enclosed in folder 2000.034.027a with reference letter 2000.034.027 of a Santa Gertrudis sale bull. The haltered bull (being held by unseen person on left who is also holding a show stick pointed to left side of bull) is standing in front of a tin barn with a gavel driveway in front. Three storage tanks (two above ground and one on ground) and a small brick\, tin roofed building on left of photograph. Back of photograph in pencil: ""Aug 1970 No [underlined]"". Stamped in purple on back: ""Photo by The Santa Gertrudis Journal box 2386 ED 6-3611 Fort Worth\, Texas"".","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7653,[Folder containing a letter and photographs of cattle],"Folder containing a letter from The Santa Gertrudis Journal and nine photographs of cattle. The folder is white on the front and back. Inside (right side only) has an advertisement for Mamie E. George Ranch. The advertisement is in gray\, black\, and white and reads: ""Our ALL POLLED Offering at the Pioneer Breeders Sale Premont\, Texas Oct. 17 [6 rectangular areas for photos and 6 lined areas below rectangles for print]. Sale will be held at Los Jaboncillos Ranch - 7 Miles North of Premont on Hwy. 281  beginning at 1:30 P. M. [on bottom left is a sticker that reads: ""For Sale At the Ranch"" and below it is a lined area. Sticker in bottom left corner reads: Horned and Polled Santa Gertrudis Member: Santa Gertrudis Breeders International\, Kingsville\, Texas 78363 A Pioneer Santa Gertrudis Breeder An Old Herd With A New Program Santa Gertrudis Since 1932 Hilmar Moore\, General Manger Walter W. Cardwell\, Jr. Consultant Lockhardt\, Texas Mail: George Building\, Richmond\, Texas 77469 Phone 713 342-2261 or 713 342-3758 (night)"".","Communication Artifacts,Santa Gertrudis,Folio,Documentary Artifact,Agriculture - Domestic Animals"
ark:/67531/metapth7599,[Photograph of three cowboys on horseback in a stock pen with cattle],"Photograph of three cowboys on horseback in a stock pen with cattle. Two of the men have been identified as Frank Silvas and Johnny Hudgins. The rear ends of three cows can be seen on far left of photograph. Wooden stock pen fence behind horses. Large oak tree just outside of the fence area. Small tin building\, wooden fences\, and trees in background. Written on back of photo in pencil: ""600-2"". Stamped on back in green: ""The Cattleman 410 E. Weatherford Fort Worth\, Texas File No. [in ink] 600-2"".","Communication Artifacts,Art,Agriculture - Domestic Animals,Social Life and Customs"
ark:/67531/metapth7655,[Photograph a short horn steer haltered],"Photograph a short horn steer haltered (elbow of person holding halter in top right corner) and standing in a pasture on the George Ranch. The tail of the steer is hand-painted. Written beneath the steer (in the hay area) in white: ""Phil Winegar"". Fence and cross fence in background. White bar in distance near right. Written on front near white border: ""17"" and ""552"". Back of photograph in black type: ""Prince Peter Jasper"" and in pencil ""Lot 17 - Photo L [marked out] and ""552"". Written in ink: "" Mrs. Clark Berry  Box 22 Richmond\, Tex 77469"" and ""Return to Mrs. Berry"". Stamped in blue on back: ""Photograph by Phil Winegar - Livestock Photographer - Arlington - - Texas"". A letter that accompanied this photo is accession 2000.034.026.","Communication Artifacts,Art,Agriculture - Domestic Animals"
ark:/67531/metapth7679,"[Photograph of a bull with a ""62"" branded near top left hip]","Photograph of a bull (side view) with a ""62"" branded near top left hip. The bull is in a pasture on the George Ranch. Back of photograph written in pencil: ""56/2"". Stamped on back in green: ""The Cattleman 410 E. Weatherford Fort Worth\, Texas  File No. [in blue ink] 556-2"". Photograph was enclosed in an envelope 2000.034.010a.","Communication Artifacts,Art,Agriculture - Domestic Animals"
